tissue	gene_id	outcome	n_snps	PP0	PP1	PP2	PP3	PP4
Brain_Cerebellum	ENSG00000004534.15	F3	820	7.40479280096019e-98	0.980410792455593	9.04926013341966e-100	0.0119738033025618	0.0076154042418322
Brain_Cerebellum	ENSG00000186792.17	ASD	392	3.29616106290375e-36	0.971741690151891	7.18892741491193e-38	0.0211866149703961	0.00707169487770873
Brain_Cerebellum	ENSG00000186792.17	ADHD	348	9.56896591483365e-39	0.00275967818143516	6.12034430167654e-37	0.175688436576781	0.821551885241786
Brain_Cerebellum	ENSG00000186792.17	F3	233	3.17379299363121e-36	0.934872893494937	1.2296227877565e-38	0.00356041185216471	0.0615666946528927
Brain_Cerebellum	ENSG00000068028.18	ASD	308	0.043302710036147	0.883954702584265	0.00136925036969096	0.0279075632101419	0.0434657737997558
Brain_Cerebellum	ENSG00000068028.18	ADHD	279	0.000854575846280073	0.0169838182961267	0.0179451813409077	0.356033887926438	0.608182536590247
Brain_Cerebellum	ENSG00000068028.18	F3	206	0.0816770260244575	0.897115593090185	0.00040582947804582	0.00444114705657881	0.0163604043507325
Brain_Cerebellum	ENSG00000114735.10	ASD	465	0.427206540618598	0.557270531136164	0.00336997909679698	0.00438821206249788	0.00776473708594332
Brain_Cerebellum	ENSG00000114735.10	ADHD	409	0.464239594077944	0.527399133882303	0.00192397473653466	0.00218147461177349	0.00425582269144484
Brain_Cerebellum	ENSG00000114735.10	F3	294	0.54085534327526	0.454445812008776	0.00107891642313626	0.000903827684338881	0.00271610060848921
Brain_Cerebellum	ENSG00000114737.16	ASD	69	0.768178763570324	0.228072768159266	0.000670651576171509	0.000196235302205345	0.0028815813920338
Brain_Cerebellum	ENSG00000114737.16	ADHD	60	0.792941181364543	0.204659015744358	0.000432154889649267	0.000109681699493343	0.00185796630195602
Brain_Cerebellum	ENSG00000114737.16	F3	35	0.87629500662009	0.122482633103614	0.000238355596236156	3.23641044890856e-05	0.000951640575570625
Brain_Cerebellum	ENSG00000273356.1	ASD	829	0.0305392187442443	0.94523994285772	0.000358676396101113	0.0110888615840346	0.0127733004179002
Brain_Cerebellum	ENSG00000273356.1	ADHD	712	0.0345883419765937	0.949367843694658	0.000274731451716392	0.00753248929861947	0.00823659357841225
Brain_Cerebellum	ENSG00000273356.1	F3	537	0.0467381336745361	0.943619455796645	0.000157647582940256	0.00317651731299203	0.00630824563288674
Brain_Cerebellum	ENSG00000164081.13	ASD	772	0.000877162735360653	0.97945864231532	8.22610634623988e-06	0.00917496501277104	0.0104810038302014
Brain_Cerebellum	ENSG00000164081.13	ADHD	657	0.000986343001815938	0.982668411453656	5.45690468937881e-06	0.00542566103204093	0.0109141276077976
Brain_Cerebellum	ENSG00000164081.13	F3	494	0.00120715810317061	0.990576574441691	3.33004746032455e-06	0.00272710320887067	0.00548583419880793
Brain_Cerebellum	ENSG00000280422.1	ASD	44	0.579877803858646	0.289331252740908	0.00558575355183231	0.0026644828035972	0.122540707045016
Brain_Cerebellum	ENSG00000248487.10	ASD	38	0.952257033830227	0.040028646369968	0.00390162579659746	0.00016035463956279	0.00365233936364528
Brain_Cerebellum	ENSG00000280003.1	ASD	31	0.843089097445213	0.146583370513229	0.00152649167117391	0.000256858721673241	0.00854418164871127
Brain_Cerebellum	ENSG00000280003.1	ADHD	31	0.850892496590031	0.147940105586157	0.000172886424312376	2.90934154992959e-05	0.000965417984000461
Brain_Cerebellum	ENSG00000239732.4	ASD	179	0.0034287303879585	0.928387919258757	2.98407526374656e-05	0.00801976496875373	0.0601337446318932
Brain_Cerebellum	ENSG00000239732.4	ADHD	165	0.00399874234848913	0.983112354728689	6.91338066865162e-06	0.0016884984009513	0.0111934911412022
Brain_Cerebellum	ENSG00000239732.4	F3	126	0.00508924312982744	0.984271740702822	5.06464866897188e-06	0.000969851012898949	0.00966410050578212
Brain_Cerebellum	ENSG00000164088.18	ASD	603	2.42782725088503e-19	0.744576296794018	8.01573158406001e-20	0.245820232106314	0.00960347109966655
Brain_Cerebellum	ENSG00000164088.18	ADHD	544	3.24336820925993e-19	0.990720956280372	1.30023234151946e-21	0.0039663838780324	0.00531265984159723
Brain_Cerebellum	ENSG00000164088.18	F3	390	4.87179817870821e-19	0.988264211721996	3.61910213237343e-21	0.00733709819626868	0.00439869008173846
Brain_Cerebellum	ENSG00000247596.10	ASD	57	0.668433480700776	0.312457987335571	0.0019784156111205	0.000908585166581349	0.0162215311859507
Brain_Cerebellum	ENSG00000247596.10	ADHD	56	0.683805824607064	0.31380622157856	0.000249128001906665	0.00011230113114505	0.00202652468132453
Brain_Cerebellum	ENSG00000247596.10	F3	41	0.747207130063495	0.251210179806622	0.000167082258296805	5.48120677308784e-05	0.00136079580385543
Brain_Cerebellum	ENSG00000168237.18	ASD	791	5.15018525939046e-17	0.624569743313077	1.8098840390982e-17	0.219330919632781	0.156099337054141
Brain_Cerebellum	ENSG00000168237.18	ADHD	723	8.19753352506051e-17	0.98643112794679	6.72084384979729e-19	0.00808188412100239	0.00548698793221097
Brain_Cerebellum	ENSG00000168237.18	F3	501	1.32269783749828e-16	0.981616717426772	1.03414233044795e-18	0.00766398440957351	0.0107192981636547
Brain_Cerebellum	ENSG00000114841.18	ASD	336	3.50774795027749e-22	0.926158120247537	1.0408384475527e-23	0.0274350711576461	0.0464068085948165
Brain_Cerebellum	ENSG00000114841.18	ADHD	310	4.10511259687658e-22	0.990473988541636	1.33569773976312e-24	0.00321643727274819	0.00630957418561368
Brain_Cerebellum	ENSG00000114841.18	F3	199	2.0553295284844e-21	0.992261647968045	4.68945241533042e-24	0.00225847035950116	0.00547988167245571
Brain_Cerebellum	ENSG00000010319.7	ASD	302	0.0166377782053158	0.641706786608116	0.00277878583536186	0.106943779360172	0.231932869991034
Brain_Cerebellum	ENSG00000010319.7	ADHD	278	0.0273591653052892	0.959833938749344	5.5994196866537e-05	0.00195363146596711	0.0107972702825326
Brain_Cerebellum	ENSG00000010319.7	F3	217	0.0366804628845233	0.929587130976165	0.000174591133450192	0.00439547295627756	0.0291623420495842
Brain_Cerebellum	ENSG00000114854.8	ASD	113	0.723379182063131	0.260078696358935	0.00394528288277505	0.00140726987037678	0.0111895688247817
Brain_Cerebellum	ENSG00000114854.8	ADHD	101	0.755864216898252	0.240013081237404	0.000940343752813472	0.000295705073477672	0.00288665303805331
Brain_Cerebellum	ENSG00000114854.8	F3	81	0.798275274865076	0.199479678511659	0.000533710656108476	0.000131788519246577	0.00157954744790979
Brain_Cerebellum	ENSG00000010327.10	ASD	81	0.873621873106796	0.117895936462456	0.00300705973146411	0.00040073059855246	0.00507440010073145
Brain_Cerebellum	ENSG00000010327.10	ADHD	72	0.890674333627649	0.107253726300813	0.00074386853772121	8.83358471457066e-05	0.00123973568667134
Brain_Cerebellum	ENSG00000010327.10	F3	58	0.910656058287594	0.088277408785245	0.000385547369794958	3.6730033550223e-05	0.000644255523816041
Brain_Cerebellum	ENSG00000163938.17	ASD	667	2.31030135370691e-22	0.495603230881627	8.48096241405563e-23	0.181609858657511	0.322786910460863
Brain_Cerebellum	ENSG00000163938.17	ADHD	595	5.30742591839507e-22	0.988464575222092	3.05087838134323e-24	0.00567615164824108	0.00585927312966824
Brain_Cerebellum	ENSG00000163938.17	F3	411	8.54205291011317e-22	0.973137400370515	6.7037740790303e-24	0.00761790453423724	0.0192446950952472
Brain_Cerebellum	ENSG00000275956.1	ASD	639	1.22551516804627e-20	0.495896215732715	4.49804111769865e-21	0.181687699059501	0.322416085207785
Brain_Cerebellum	ENSG00000275956.1	ADHD	575	2.77245838476037e-20	0.989638977953935	1.26124627574139e-22	0.00449619905697351	0.00586482298908872
Brain_Cerebellum	ENSG00000275956.1	F3	398	4.21207433249995e-20	0.97343961461191	3.22375519936436e-22	0.00743119283680816	0.0191291925512802
Brain_Cerebellum	ENSG00000114904.13	ASD	383	0.000258657625597677	0.538092456455394	5.69465091600367e-05	0.118123895636994	0.343468043772854
Brain_Cerebellum	ENSG00000114904.13	ADHD	348	0.000519878268864272	0.991123633499132	1.23146674113712e-06	0.00234172027757526	0.00601353648768717
Brain_Cerebellum	ENSG00000114904.13	F3	256	0.000630613981917424	0.973204798116326	3.51818138014478e-06	0.00540873559030476	0.0207523341300718
Brain_Cerebellum	ENSG00000055955.17	ASD	488	2.6392043990166e-18	0.822348262628376	1.077835733568e-19	0.033440013250219	0.144211724121406
Brain_Cerebellum	ENSG00000055955.17	ADHD	445	3.15393565061035e-18	0.986858740772388	1.37647940662027e-20	0.00429812721995095	0.00884313200765933
Brain_Cerebellum	ENSG00000055955.17	F3	326	4.2114695583256e-18	0.987083468346826	1.30928107656528e-20	0.00305883290484882	0.00985769874832649
Brain_Cerebellum	ENSG00000272573.6	ASD	38	0.833064244097718	0.160071672198174	0.000907226190293403	0.000168533421644897	0.00578832409216967
Brain_Cerebellum	ENSG00000272573.6	ADHD	32	0.857996463681529	0.140707366021106	0.000215736640114709	3.43336896582672e-05	0.00104609996759235
Brain_Cerebellum	ENSG00000213533.13	ASD	177	0.0047779691891563	0.954353972133045	3.46914632108381e-05	0.00689535231822464	0.0339380148963626
Brain_Cerebellum	ENSG00000213533.13	ADHD	161	0.00498286676288919	0.987114831301058	6.53758226167421e-06	0.00128849949163629	0.00660726486215487
Brain_Cerebellum	ENSG00000213533.13	F3	133	0.00551069911560883	0.986052808401903	5.47385129688531e-06	0.000972000453448999	0.00745901817774203
Brain_Cerebellum	ENSG00000289519.1	ASD	218	0.0228263236446794	0.443871682302359	0.00271421704249287	0.0523013071054213	0.478286469905048
Brain_Cerebellum	ENSG00000289519.1	ADHD	198	0.0525345833365724	0.939932533974846	7.79677318764916e-05	0.00138890856343309	0.00606600639327182
Brain_Cerebellum	ENSG00000289519.1	F3	130	0.0702066286696456	0.918834057708411	8.58104312777002e-05	0.0011132896787654	0.00976021351190075
Brain_Cerebellum	ENSG00000163935.14	ASD	365	3.99825139108399e-05	0.731624145871181	6.20586226956523e-06	0.113403683476092	0.154925982276548
Brain_Cerebellum	ENSG00000163935.14	ADHD	328	5.78869250382027e-05	0.989377332632387	1.640311720722e-07	0.00279577830810033	0.00776883810330301
Brain_Cerebellum	ENSG00000163935.14	F3	187	0.000105074625915178	0.991767667826603	1.66500627671708e-07	0.0015649870474669	0.00656210399938735
Brain_Cerebellum	ENSG00000280417.1	ASD	130	0.0269587594449097	0.909596643481011	0.00039113317319417	0.0131470443607255	0.0499064195401589
Brain_Cerebellum	ENSG00000280417.1	ADHD	116	0.030784159371203	0.961967094559251	2.77024560980821e-05	0.000859305922207764	0.00636173769123958
Brain_Cerebellum	ENSG00000280417.1	F3	59	0.0953520841813857	0.901269537896847	2.03518012218799e-05	0.000189196745432037	0.00316882937511379
Brain_Cerebellum	ENSG00000242142.1	ASD	457	7.62840013796101e-97	0.855019283995789	1.12727493114043e-97	0.126330490755665	0.0186502252485574
Brain_Cerebellum	ENSG00000242142.1	ADHD	402	1.21933643277089e-96	0.98749066803653	6.6925301775171e-99	0.00541290983556467	0.00709642212791093
Brain_Cerebellum	ENSG00000242142.1	F3	212	4.76355478900603e-96	0.994770472779165	8.7049872784939e-99	0.00181444252251328	0.00341508469831571
Brain_Cerebellum	ENSG00000163933.10	ASD	457	2.39082266938069e-109	0.901593075449671	2.08954603917552e-110	0.0787783627690406	0.0196285617812932
Brain_Cerebellum	ENSG00000163933.10	ADHD	397	4.59288212271449e-109	0.986956524084523	2.77596467969269e-111	0.00595813732127167	0.00708533859419826
Brain_Cerebellum	ENSG00000163933.10	F3	196	9.24391826055445e-108	0.994492944037711	1.92874038121013e-110	0.00207157063862588	0.00343548532364944
Brain_Cerebellum	ENSG00000163931.17	ASD	197	0.00368215879239381	0.983547652176212	1.14098571362875e-05	0.00303798541088021	0.00972079376337758
Brain_Cerebellum	ENSG00000163931.17	ADHD	179	0.0038372150413855	0.986809881395307	4.51319931725572e-06	0.0011524556406876	0.0081959347233022
Brain_Cerebellum	ENSG00000163931.17	F3	105	0.00641566415410945	0.987011152872477	4.57877588532324e-06	0.000698546937888526	0.00587005725963987
Brain_Cerebellum	ENSG00000016391.11	ASD	215	4.86012081214312e-15	0.974518766083493	1.55541412999972e-17	0.00309642708551732	0.0223848068309836
Brain_Cerebellum	ENSG00000016391.11	ADHD	191	4.98778258815029e-15	0.987844048740033	1.12360055252567e-17	0.00221538120240791	0.00994057005755208
Brain_Cerebellum	ENSG00000056736.10	ASD	222	3.59998843146004e-27	0.988153471936667	1.05468500845608e-29	0.00288602283359936	0.00896050522973206
Brain_Cerebellum	ENSG00000056736.10	ADHD	193	3.30904253234266e-27	0.990481775293303	7.59069438569654e-30	0.00226483721798651	0.00725338748871143
Brain_Cerebellum	ENSG00000113812.14	ASD	143	5.17326671617001e-13	0.98568462323462	8.88470058477454e-16	0.00168020481271027	0.0126351719521526
Brain_Cerebellum	ENSG00000113812.14	ADHD	122	5.83280684635657e-13	0.994296985048103	4.29109385418111e-16	0.000726510375438994	0.00497650457587388
Brain_Cerebellum	ENSG00000113811.12	ASD	103	0.0827873080799419	0.905304666605667	9.5493872352848e-05	0.00103347579788726	0.0107790556441509
Brain_Cerebellum	ENSG00000113811.12	ADHD	87	0.0945945573320395	0.899657717158765	4.99135539896519e-05	0.00046948306364647	0.0052283288915594
Brain_Cerebellum	ENSG00000114251.15	ASD	58	0.718409063426326	0.276995960166328	0.000627431896871941	0.000238188667691238	0.00372935584278269
Brain_Cerebellum	ENSG00000114251.15	ADHD	52	0.748672404995851	0.239520761180859	0.00256799149117163	0.00081314495564473	0.00842569737647324
Brain_Cerebellum	ENSG00000114251.15	F3	37	0.81885849124689	0.179674458815864	0.000228824369751558	4.90195849605592e-05	0.00118920598253449
Brain_Cerebellum	ENSG00000187672.14	ASD	690	3.10282921338363e-15	0.974442640300495	3.42805211339821e-17	0.0107509816261743	0.0148063780733298
Brain_Cerebellum	ENSG00000187672.14	ADHD	612	1.41231858583854e-16	0.0449898678612356	2.98853591212197e-15	0.952004828715808	0.00300530342295105
Brain_Cerebellum	ENSG00000187672.14	F3	351	2.94569026952044e-15	0.985740338506569	2.01020634757541e-17	0.00671937702258745	0.00754028447084276
Brain_Cerebellum	ENSG00000180376.17	ASD	435	6.34758054632574e-29	0.864578836864025	2.84382479871402e-30	0.0386378293075259	0.0967833338284421
Brain_Cerebellum	ENSG00000180376.17	ADHD	366	6.41063323775538e-29	0.913903837077225	9.74973712764861e-31	0.0138270163701655	0.072269146552605
Brain_Cerebellum	ENSG00000180376.17	F3	203	1.41385677236434e-28	0.931255279854084	1.23446850213257e-30	0.00807031405678108	0.0606744060891411
Brain_Cerebellum	ENSG00000163946.14	ASD	270	0.000274014005315538	0.969919254492789	4.26048787016269e-06	0.0150659861740081	0.0147364848400176
Brain_Cerebellum	ENSG00000163946.14	ADHD	229	0.000288127501565541	0.960419333085982	3.13282886788499e-06	0.0104138256385433	0.0288755809450421
Brain_Cerebellum	ENSG00000163946.14	F3	129	0.000346783586396026	0.969642421542314	2.52806011343715e-06	0.00704575246052231	0.0229625143506536
Brain_Cerebellum	ENSG00000163947.12	ASD	60	0.0011231845312587	0.980007029686579	8.18335283368073e-07	0.000695845196219712	0.0181731222506599
Brain_Cerebellum	ENSG00000163947.12	ADHD	54	0.00107024614425345	0.924706489604839	1.56504407863133e-06	0.00127927587130502	0.0729424233355245
Brain_Cerebellum	ENSG00000157500.12	ASD	334	0.366667892867183	0.616823793494807	0.00286682259415769	0.00481385911595572	0.00882763192789652
Brain_Cerebellum	ENSG00000157500.12	ADHD	286	0.435244119822976	0.555102433442116	0.00186810646845389	0.00237714081002699	0.00540819945642733
Brain_Cerebellum	ENSG00000157500.12	F3	236	0.467416530696958	0.527255314452949	0.00103421076011294	0.00116348022215326	0.00313046386782748
Brain_Cerebellum	ENSG00000239388.9	ASD	241	2.23216635105219e-05	0.984262027597213	7.68077877758872e-08	0.00337445794116397	0.0123411159903243
Brain_Cerebellum	ENSG00000239388.9	ADHD	179	2.89606844237447e-05	0.986963067848253	5.18411239145469e-08	0.00175546251242101	0.0112524571137772
Brain_Cerebellum	ENSG00000239388.9	F3	101	3.30185482742049e-05	0.994736840774059	1.51598470645427e-08	0.000451936571811118	0.00477818894600841
Brain_Cerebellum	ENSG00000174844.15	ASD	183	0.00166146281869452	0.98971675124633	2.46209975866335e-06	0.00145948831752575	0.00715983551769093
Brain_Cerebellum	ENSG00000174844.15	ADHD	156	0.00190875392132841	0.989590762208445	5.492784824137e-06	0.00284207358093371	0.00565291750446914
Brain_Cerebellum	ENSG00000174844.15	F3	68	0.00429189804220306	0.991855389958305	1.20295902017812e-06	0.000274426116669955	0.00357708292380162
Brain_Cerebellum	ENSG00000163681.16	ASD	48	0.384663043662149	0.610399253323948	0.000156171938319214	0.000243281852319759	0.00453824922326398
Brain_Cerebellum	ENSG00000163681.16	ADHD	44	0.400606291703465	0.595953645744708	9.45160172707416e-05	0.000137396643993859	0.00320814989056255
Brain_Cerebellum	ENSG00000136068.16	ASD	280	0.000107952847872174	0.98300598812766	4.23869340133074e-07	0.00384666559356307	0.0130389695615657
Brain_Cerebellum	ENSG00000136068.16	ADHD	249	0.000110781758113931	0.978180271176019	3.83843668367695e-07	0.0033709234624785	0.018337639759719
Brain_Cerebellum	ENSG00000136068.16	F3	145	0.000145376079461445	0.99112731185717	1.82142171367758e-07	0.00123429385506163	0.00749283606613528
Brain_Cerebellum	ENSG00000244161.1	ASD	75	0.00188617981756081	0.989003167233323	1.28037756897812e-06	0.000662909183185902	0.0084464633883611
Brain_Cerebellum	ENSG00000244161.1	ADHD	62	0.00193420882061053	0.992509330889438	7.58761205642334e-07	0.000384175046903771	0.00517152648184202
Brain_Cerebellum	ENSG00000163686.15	ASD	184	0.00133623518480797	0.984497874820053	3.41226335562588e-06	0.00250239287538113	0.0116600848564026
Brain_Cerebellum	ENSG00000163686.15	ADHD	166	0.00133876137204117	0.988666926080459	3.19954787999988e-06	0.00235521025746918	0.00763590274215049
Brain_Cerebellum	ENSG00000163686.15	F3	112	0.00131897333274766	0.989302261741568	1.30952948688327e-06	0.000973815219769807	0.00840364017642817
Brain_Cerebellum	ENSG00000163684.12	ASD	316	1.79266238746411e-05	0.985561418389509	1.17119199220434e-07	0.00643093413961122	0.00798960372780528
Brain_Cerebellum	ENSG00000163684.12	ADHD	285	1.81590337559887e-05	0.988055169082693	7.11552651764575e-08	0.00386358172320826	0.00806301900507663
Brain_Cerebellum	ENSG00000163684.12	F3	180	2.7181104039086e-05	0.993494759872681	7.39077242335286e-08	0.00269761603610479	0.00378036907945028
Brain_Cerebellum	ENSG00000273493.1	ASD	135	0.390696074454719	0.578396523221374	0.00228497891938812	0.00335747664964526	0.0252649467548744
Brain_Cerebellum	ENSG00000273493.1	ADHD	119	0.430269037626994	0.564464937675567	0.000396547794636208	0.000515872827785408	0.0043536040750176
Brain_Cerebellum	ENSG00000273493.1	F3	88	0.492110426204721	0.491517109731173	0.00123036262425634	0.0012149520793518	0.0139271493604981
Brain_Cerebellum	ENSG00000168297.16	ASD	484	2.15699081929965e-13	0.984532606475723	1.55536575618706e-15	0.00709090408357157	0.00837648944048715
Brain_Cerebellum	ENSG00000168297.16	ADHD	432	2.50632884138368e-13	0.957409106700849	1.64375598801872e-15	0.00624274390803583	0.036348149390864
Brain_Cerebellum	ENSG00000168297.16	F3	264	6.43355457439368e-13	0.993492259301538	1.39050260491801e-15	0.00214289847629141	0.00436484222152679
Brain_Cerebellum	ENSG00000272182.1	ASD	140	0.0446979409410623	0.946619888027466	5.63988724796139e-05	0.00118698523412621	0.00743878692486628
Brain_Cerebellum	ENSG00000272182.1	ADHD	126	0.0511601286811936	0.936166399665129	0.000144320689929613	0.00263099004971822	0.00989816091402987
Brain_Cerebellum	ENSG00000272182.1	F3	61	0.0809443707707667	0.91511381018063	2.57156713797098e-05	0.000287098636892508	0.00362900474033106
Brain_Cerebellum	ENSG00000168291.13	ASD	435	2.08910180758016e-09	0.95009821370239	2.41579032597702e-11	0.0109477679571212	0.0389540162272284
Brain_Cerebellum	ENSG00000168291.13	ADHD	383	2.1853010757085e-09	0.978360536974356	1.0789929632594e-11	0.00481383201676479	0.0168256288127886
Brain_Cerebellum	ENSG00000168291.13	F3	237	4.68585407235552e-09	0.972883220286224	1.93086840306307e-11	0.00398576350572781	0.0231310115028852
Brain_Cerebellum	ENSG00000168301.13	ASD	57	0.00016616867583885	0.98206098848079	1.10559483663246e-07	0.000636272826403048	0.0171364594574842
Brain_Cerebellum	ENSG00000168301.13	ADHD	49	0.000179817715593648	0.981903354653627	1.46522634612204e-07	0.000782960229728378	0.0171337208784164
Brain_Cerebellum	ENSG00000243384.1	ASD	64	0.000178720975304859	0.992061861032134	1.06883309717529e-07	0.000586125138250728	0.00717318597099962
Brain_Cerebellum	ENSG00000243384.1	ADHD	61	0.000179411470791545	0.994371916458805	8.5938907687118e-08	0.00047133140021813	0.00497725473127801
Brain_Cerebellum	ENSG00000163630.11	ASD	338	1.95173295182561e-08	0.982089251360196	9.03824336032939e-11	0.00453456244717598	0.013376166584916
Brain_Cerebellum	ENSG00000163630.11	ADHD	311	1.94182883174503e-08	0.962201286377181	7.50547533879611e-11	0.00368494629896667	0.0341137478305106
Brain_Cerebellum	ENSG00000163630.11	F3	175	4.64106995611489e-08	0.993610588407092	7.32038493517852e-11	0.00156240043150206	0.00482696467750149
Brain_Cerebellum	ENSG00000224479.6	ASD	42	3.37519343941894e-20	0.949677223231259	4.29359647005161e-23	0.00115892417155354	0.0491638525971855
Brain_Cerebellum	ENSG00000163634.12	ASD	221	3.41371604397788e-10	0.965781849142249	1.41328533297259e-12	0.00396810630605561	0.0302500442089083
Brain_Cerebellum	ENSG00000163634.12	ADHD	186	3.98211745061951e-10	0.993321186491342	5.60741170156368e-13	0.00139345813102157	0.00528535497886447
Brain_Cerebellum	ENSG00000163634.12	F3	81	5.54061891220236e-10	0.990974019894312	2.27424521794627e-13	0.000398135002990187	0.00862784454840697
Brain_Cerebellum	ENSG00000151276.24	ASD	124	0.00867546647538754	0.97647399349741	1.53853936276059e-05	0.00171859859722944	0.0131165560363463
Brain_Cerebellum	ENSG00000151276.24	ADHD	107	0.0106727676404133	0.975092553699439	1.6183264905573e-05	0.00146579359806011	0.0127527017971818
Brain_Cerebellum	ENSG00000151276.24	F3	32	0.0345931879487971	0.959949028651888	6.48471956289868e-06	0.000174672103639165	0.00527662657611285
Brain_Cerebellum	ENSG00000144741.19	ASD	59	0.00631501115438739	0.978795634076684	3.96943385035896e-06	0.000600958274417111	0.0142844270606614
Brain_Cerebellum	ENSG00000144741.19	ADHD	47	0.00666012864430824	0.98677411408558	2.30928599887952e-06	0.000335919563236578	0.00622752842087632
Brain_Cerebellum	ENSG00000241316.8	ASD	252	2.0242444778919e-07	0.99030808438332	4.55862345594741e-10	0.00222271698790583	0.00746899574846398
Brain_Cerebellum	ENSG00000241316.8	ADHD	231	2.3176430123354e-07	0.993025721292883	3.2104261350716e-10	0.00136994671247597	0.00560409990929679
Brain_Cerebellum	ENSG00000241316.8	F3	99	5.81772279644515e-07	0.995390184620998	2.66263246236385e-10	0.000451408435472646	0.00415782490498592
Brain_Cerebellum	ENSG00000163378.14	ASD	79	0.157383586235841	0.832622987015012	0.000142206645486856	0.000743222819229179	0.00910799728443186
Brain_Cerebellum	ENSG00000163378.14	ADHD	76	0.156472175039893	0.821477451991058	0.000268912091416076	0.00139139589382801	0.020390064983805
Brain_Cerebellum	ENSG00000163378.14	F3	49	0.200956897480296	0.790062523808323	9.67776822200927e-05	0.000371969858295023	0.00851183117086606
Brain_Cerebellum	ENSG00000144747.17	ASD	45	0.00603248530230306	0.977147395879089	3.57491053081249e-06	0.000562813493230194	0.0162537304148471
Brain_Cerebellum	ENSG00000144747.17	ADHD	43	0.00626295829795976	0.985232523673034	2.90108984620966e-06	0.000448320182772362	0.00805329675638802
Brain_Cerebellum	ENSG00000144747.17	F3	33	0.00752399105385253	0.9822108988279	2.08026806629771e-06	0.000261564775844442	0.0100014650743368
Brain_Cerebellum	ENSG00000144746.7	ASD	38	5.93798279373644e-06	0.990728354569452	3.77705723798463e-09	0.000621542525561057	0.00864416114513639
Brain_Cerebellum	ENSG00000144746.7	ADHD	35	6.09466578133546e-06	0.993446185597178	1.42711644319028e-09	0.000226302231839117	0.00632141607808512
Brain_Cerebellum	ENSG00000170837.3	ASD	55	0.0878450557305627	0.900722820117011	6.18794398087922e-05	0.000623736822655009	0.0107465078899631
Brain_Cerebellum	ENSG00000170837.3	ADHD	53	0.081494935414232	0.829872780462492	0.000486417191485485	0.00486996917337421	0.0832758977584166
Brain_Cerebellum	ENSG00000144736.14	ASD	45	0.503400733096837	0.490141552864356	0.000283953937038213	0.000270571624711353	0.00590318847705842
Brain_Cerebellum	ENSG00000144736.14	ADHD	41	0.517407109854562	0.469260821307907	0.000544419591356725	0.000481453514388903	0.0123061957317853
Brain_Cerebellum	ENSG00000172986.13	ASD	102	0.000129835635923368	0.988287141678965	2.76858167725064e-07	0.00209791322715148	0.00948483259979341
Brain_Cerebellum	ENSG00000172986.13	ADHD	97	0.000131411728066908	0.988780522740652	9.52090840575107e-08	0.000705999201921696	0.0103819711202751
Brain_Cerebellum	ENSG00000172986.13	F3	50	0.000257490986020733	0.991788879241195	1.13753425235217e-07	0.00043062597048949	0.0075228900488693
Brain_Cerebellum	ENSG00000113805.9	ASD	57	0.926895550780313	0.0703831805343964	0.00122193942778241	9.13791857336604e-05	0.00140795007177434
Brain_Cerebellum	ENSG00000113805.9	ADHD	50	0.931956551764559	0.0662756655540297	0.00078690700945767	5.50346924618933e-05	0.000925840979491481
Brain_Cerebellum	ENSG00000113805.9	F3	34	0.952681733997892	0.0466258154794066	0.000277737745960139	1.31914220519831e-05	0.00040152135468917
Brain_Cerebellum	ENSG00000244026.7	ASD	86	6.64020660425377e-08	0.973627132831668	3.93022165130931e-10	0.0057420972748321	0.0206307030984113
Brain_Cerebellum	ENSG00000272690.6	ASD	75	2.25443302885367e-10	0.977451972357591	4.30424108810514e-13	0.0018454823836053	0.0207025450329315
Brain_Cerebellum	ENSG00000272690.6	ADHD	57	3.36830688655598e-07	0.981678304137415	7.38194127760137e-10	0.00213524837592483	0.0161861099177779
Brain_Cerebellum	ENSG00000242516.3	ASD	43	0.102476298081899	0.887669273650606	4.61320823135579e-05	0.000390186801857114	0.00941810938332413
Brain_Cerebellum	ENSG00000227124.11	ASD	150	3.8879016444802e-05	0.987319973574159	5.8167550492084e-08	0.0014659709019627	0.011175118339882
Brain_Cerebellum	ENSG00000227124.11	ADHD	83	0.000255319147675056	0.992074467590674	1.33162081174581e-07	0.000510258091954207	0.00715982200761609
Brain_Cerebellum	ENSG00000175161.14	ASD	63	0.587967933927391	0.404720828477077	0.000547790740888499	0.000370672554762508	0.00639277429988104
Brain_Cerebellum	ENSG00000175161.14	ADHD	58	0.612084204761073	0.384619558275622	0.000320610414427146	0.000198687230180118	0.00277693931869814
Brain_Cerebellum	ENSG00000239519.1	ASD	666	4.84557481519645e-18	0.967881498981005	1.16148331531401e-19	0.0231911728692915	0.00892732814970139
Brain_Cerebellum	ENSG00000239519.1	ADHD	583	2.3181034967559e-19	0.0347248903791037	3.69782302897623e-18	0.55351734636098	0.411757763259915
Brain_Cerebellum	ENSG00000239519.1	F3	282	7.25799399335578e-12	0.989311092826937	4.59946493068531e-14	0.00626494148317416	0.00442396568258385
Brain_Cerebellum	ENSG00000241328.1	ASD	606	5.03504430820078e-56	0.888309606966408	5.83283082302595e-57	0.10289714637864	0.00879324665495835
Brain_Cerebellum	ENSG00000241328.1	ADHD	534	6.33782970399334e-56	0.907396251296673	2.67082355384328e-57	0.0381841477607731	0.0544196009425484
